"utterance","episode_name","season","episode_number","character"
"Is he?","Chapter One The Vanishing of Will Byers","1","1",NA
"He’s missing is what he is.","Chapter One The Vanishing of Will Byers","1","1",NA
"When was the last time you heard from Lonnie?","Chapter One The Vanishing of Will Byers","1","1",NA
"[SCOFFS]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"Uh, last I heard, he was in Indianapolis. That was about a year ago.","Chapter One The Vanishing of Will Byers","1","1",NA
"But he has nothing to do with this.","Chapter One The Vanishing of Will Byers","1","1",NA
"Why don’t you give me his number?","Chapter One The Vanishing of Will Byers","1","1",NA
"You know, Hopper, he has nothing to do with this. Trust me.","Chapter One The Vanishing of Will Byers","1","1",NA
"Joyce, 99 out of 100 times, kid goes missing,","Chapter One The Vanishing of Will Byers","1","1",NA
"the kid is with a parent or relative.","Chapter One The Vanishing of Will Byers","1","1",NA
"[STAMMERS] What about the other time?","Chapter One The Vanishing of Will Byers","1","1",NA
"What?","Chapter One The Vanishing of Will Byers","1","1",NA
"You said, “99 out of 100.”","Chapter One The Vanishing of Will Byers","1","1",NA
"What about the other time, the one?","Chapter One The Vanishing of Will Byers","1","1",NA
"Joyce.","Chapter One The Vanishing of Will Byers","1","1",NA
"The one!","Chapter One The Vanishing of Will Byers","1","1",NA
"Joyce, this is Hawkins, okay?","Chapter One The Vanishing of Will Byers","1","1",NA
"[SIGHS]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"You wanna know the worst thing that’s ever happened here","Chapter One The Vanishing of Will Byers","1","1",NA
"in the four years I’ve been working here?","Chapter One The Vanishing of Will Byers","1","1",NA
"Do you wanna know the worst thing?","Chapter One The Vanishing of Will Byers","1","1",NA
"It was when an owl attacked Eleanor Gillespie’s head","Chapter One The Vanishing of Will Byers","1","1",NA
"because it thought that her hair was a nest.","Chapter One The Vanishing of Will Byers","1","1",NA
"Okay, fine. I will call Lonnie.","Chapter One The Vanishing of Will Byers","1","1",NA
"He will talk to me before he talks to—","Chapter One The Vanishing of Will Byers","1","1",NA
"What, a pig?","Chapter One The Vanishing of Will Byers","1","1",NA
"A cop!","Chapter One The Vanishing of Will Byers","1","1",NA
"[VOICE BREAKING] Just find my son, Hop.","Chapter One The Vanishing of Will Byers","1","1",NA
"Find him!","Chapter One The Vanishing of Will Byers","1","1",NA
"Dr. Brenner.","Chapter One The Vanishing of Will Byers","1","1","Man"
"This way, gentlemen.","Chapter One The Vanishing of Will Byers","1","1","Scientist"
"The entire east wing will be evacuated within the hour.","Chapter One The Vanishing of Will Byers","1","1",NA
"We’ve sealed off this area following quarantine protocol.","Chapter One The Vanishing of Will Byers","1","1",NA
"[AIR HISSING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[GUNS COCKING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[ELEVATOR HUMMING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[ELEVATOR THUDS]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[SQUELCHING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[LOW GROWLING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[INDISTINCT GROWLING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"MAN 1: This is where it came from? MAN 2: Yes.","Chapter One The Vanishing of Will Byers","1","1",NA
"MAN 1: And the girl?","Chapter One The Vanishing of Will Byers","1","1",NA
"She can’t have gone far.","Chapter One The Vanishing of Will Byers","1","1",NA
"[MONSTER GROWLS]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[MUSIC PLAYING FAINTLY]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"All right, and one more.","Chapter One The Vanishing of Will Byers","1","1","Ben"
"Hey, Ben. What do you think about that, uh...","Chapter One The Vanishing of Will Byers","1","1","Man"
"Hey, I don’t know. I don’t know.","Chapter One The Vanishing of Will Byers","1","1",NA
"I don’t know, 37 points per game average—","Chapter One The Vanishing of Will Byers","1","1","Man"
"Thirty-seven now, but... MAN: Mr. Basket.","Chapter One The Vanishing of Will Byers","1","1","Ben"
"[INDISTINCT CHATTER]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"Hey!","Chapter One The Vanishing of Will Byers","1","1",NA
"Come here!","Chapter One The Vanishing of Will Byers","1","1",NA
"Hey, come here!","Chapter One The Vanishing of Will Byers","1","1",NA
"You think you can steal from me, boy?","Chapter One The Vanishing of Will Byers","1","1",NA
"What in the hell?","Chapter One The Vanishing of Will Byers","1","1",NA
"[BELL RINGING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"MR. CLARK: Remember, finish chapter 12","Chapter One The Vanishing of Will Byers","1","1",NA
"and answer 12.3 on the difference between an experiment","Chapter One The Vanishing of Will Byers","1","1",NA
"and other forms of science investigation.","Chapter One The Vanishing of Will Byers","1","1",NA
"This will be on the test, which will cover chapters 10 through 12.","Chapter One The Vanishing of Will Byers","1","1",NA
"[TRAILING OFF] It will be multiple choice with an essay section.","Chapter One The Vanishing of Will Byers","1","1",NA
"So, did it come?","Chapter One The Vanishing of Will Byers","1","1",NA
"Sorry, boys.","Chapter One The Vanishing of Will Byers","1","1",NA
"I hate to be the bearer of bad news, but...","Chapter One The Vanishing of Will Byers","1","1",NA
"it came.","Chapter One The Vanishing of Will Byers","1","1",NA
"Yes!","Chapter One The Vanishing of Will Byers","1","1",NA
"The Heathkit ham shack.","Chapter One The Vanishing of Will Byers","1","1",NA
"Whoa. MR. CLARK: Ain’t she a beaut?","Chapter One The Vanishing of Will Byers","1","1","Mike"
"I bet you can talk to New York on this thing.","Chapter One The Vanishing of Will Byers","1","1",NA
"Think bigger.","Chapter One The Vanishing of Will Byers","1","1",NA
"California?","Chapter One The Vanishing of Will Byers","1","1",NA
"Bigger.","Chapter One The Vanishing of Will Byers","1","1",NA
"Australia?","Chapter One The Vanishing of Will Byers","1","1",NA
"[BOYS EXCLAIMING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"LUCAS: Oh, man!","Chapter One The Vanishing of Will Byers","1","1",NA
"When Will sees this, he’s totally gonna blow his shit.","Chapter One The Vanishing of Will Byers","1","1",NA
"Lucas!","Chapter One The Vanishing of Will Byers","1","1",NA
"Sorry.","Chapter One The Vanishing of Will Byers","1","1",NA
"[DUSTIN CHUCKLES]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[RADIO TUNING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[IN AUSTRALIAN ACCENT] Hello, this is Mike Wheeler,","Chapter One The Vanishing of Will Byers","1","1",NA
"president of Hawkins Middle AV Club.","Chapter One The Vanishing of Will Byers","1","1",NA
"What are you doing?","Chapter One The Vanishing of Will Byers","1","1","Lucas"
"[IN AUSTRALIAN ACCENT] Hello, this is Dustin,","Chapter One The Vanishing of Will Byers","1","1",NA
"and this is the secretary and treasurer of Hawkins Middle AV Club.","Chapter One The Vanishing of Will Byers","1","1",NA
"Do you eat kangaroos for breakfast?","Chapter One The Vanishing of Will Byers","1","1",NA
"[MIKE LAUGHS]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[KNOCK ON DOOR]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"Sorry to interrupt, but, uh, may I borrow Michael, Lucas and Dustin?","Chapter One The Vanishing of Will Byers","1","1",NA
"[OVERLAPPING CHATTER]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"Okay, okay, okay.","Chapter One The Vanishing of Will Byers","1","1",NA
"One at a time, all right? You.","Chapter One The Vanishing of Will Byers","1","1",NA
"You said he takes what?","Chapter One The Vanishing of Will Byers","1","1",NA
"Mirkwood.","Chapter One The Vanishing of Will Byers","1","1",NA
"Mirkwood?","Chapter One The Vanishing of Will Byers","1","1",NA
"Yeah.","Chapter One The Vanishing of Will Byers","1","1",NA
"Have you ever heard of Mirkwood?","Chapter One The Vanishing of Will Byers","1","1",NA
"I have not. That sounds made up to me.","Chapter One The Vanishing of Will Byers","1","1",NA
"No, it’s from Lord of the Rings.","Chapter One The Vanishing of Will Byers","1","1",NA
"Well, The Hobbit.","Chapter One The Vanishing of Will Byers","1","1",NA
"It doesn’t matter.","Chapter One The Vanishing of Will Byers","1","1",NA
"He asked!","Chapter One The Vanishing of Will Byers","1","1",NA
"[MOCKINGLY] “He asked!”","Chapter One The Vanishing of Will Byers","1","1",NA
"MIKE: Shut up, guys!","Chapter One The Vanishing of Will Byers","1","1",NA
"Hey, hey, hey!","Chapter One The Vanishing of Will Byers","1","1",NA
"What’d I just say?","Chapter One The Vanishing of Will Byers","1","1",NA
"Shut up.","Chapter One The Vanishing of Will Byers","1","1",NA
"One at a damn time. You.","Chapter One The Vanishing of Will Byers","1","1",NA
"Mirkwood, it’s a real road. It’s just the name that’s made up.","Chapter One The Vanishing of Will Byers","1","1",NA
"It’s where Cornwallis and Kerley meet.","Chapter One The Vanishing of Will Byers","1","1",NA
"Yeah, all right, I think I know that one.","Chapter One The Vanishing of Will Byers","1","1",NA
"We can show you, if you want.","Chapter One The Vanishing of Will Byers","1","1",NA
"I said that I know it!","Chapter One The Vanishing of Will Byers","1","1",NA
"We can help look.","Chapter One The Vanishing of Will Byers","1","1",NA
"Yeah.","Chapter One The Vanishing of Will Byers","1","1",NA
"No.","Chapter One The Vanishing of Will Byers","1","1",NA
"[BOYS CLAMORING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"No. After school, you are all to go home.","Chapter One The Vanishing of Will Byers","1","1",NA
"Immediately.","Chapter One The Vanishing of Will Byers","1","1",NA
"That means no biking around looking for your friend, no investigating,","Chapter One The Vanishing of Will Byers","1","1",NA
"no nonsense.","Chapter One The Vanishing of Will Byers","1","1",NA
"This isn’t some Lord of the Rings book.","Chapter One The Vanishing of Will Byers","1","1",NA
"The Hobbit.","Chapter One The Vanishing of Will Byers","1","1",NA
"Shut up!","Chapter One The Vanishing of Will Byers","1","1",NA
"Hey!","Chapter One The Vanishing of Will Byers","1","1",NA
"MIKE: Stop it!","Chapter One The Vanishing of Will Byers","1","1",NA
"[BOYS BICKERING]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"[SOFTLY] Do I make myself clear?","Chapter One The Vanishing of Will Byers","1","1",NA
"Do I make myself... clear?","Chapter One The Vanishing of Will Byers","1","1",NA
"MIKE AND DUSTIN TOGETHER: Yes, sir. LUCAS: Yeah.","Chapter One The Vanishing of Will Byers","1","1",NA
"Ring-a-ding-ding!","Chapter One The Vanishing of Will Byers","1","1",NA
"Anybody home?","Chapter One The Vanishing of Will Byers","1","1",NA
"Password?","Chapter One The Vanishing of Will Byers","1","1","Will"
"Uh, Rada...","Chapter One The Vanishing of Will Byers","1","1",NA
"[STAMMERING] Radagast?","Chapter One The Vanishing of Will Byers","1","1",NA
"Yeah. You may enter.","Chapter One The Vanishing of Will Byers","1","1","Will"
"Thank you, sir.","Chapter One The Vanishing of Will Byers","1","1","Joyce"
"So, guess what?","Chapter One The Vanishing of Will Byers","1","1",NA
"I got off early and...","Chapter One The Vanishing of Will Byers","1","1",NA
"Ta-da! Poltergeist.","Chapter One The Vanishing of Will Byers","1","1",NA
"I... I thought I wasn’t allowed to see it.","Chapter One The Vanishing of Will Byers","1","1",NA
"I changed my mind.","Chapter One The Vanishing of Will Byers","1","1",NA
"As long as you don’t have nightmares for a week.","Chapter One The Vanishing of Will Byers","1","1",NA
"No, I won’t. I don’t get scared like that anymore.","Chapter One The Vanishing of Will Byers","1","1",NA
"Oh, yeah?","Chapter One The Vanishing of Will Byers","1","1",NA
"Not even of clowns?","Chapter One The Vanishing of Will Byers","1","1",NA
"No.","Chapter One The Vanishing of Will Byers","1","1",NA
"What about my witch?","Chapter One The Vanishing of Will Byers","1","1",NA
"No. Mom...","Chapter One The Vanishing of Will Byers","1","1",NA
"Ooh...","Chapter One The Vanishing of Will Byers","1","1",NA
"I’m not five anymore.","Chapter One The Vanishing of Will Byers","1","1",NA
"But Will Byers...","Chapter One The Vanishing of Will Byers","1","1",NA
"I’m going to cook you up in my—","Chapter One The Vanishing of Will Byers","1","1",NA
"Stop. That’s so stupid. Mom!","Chapter One The Vanishing of Will Byers","1","1",NA
"[SIGHS]","Chapter One The Vanishing of Will Byers","1","1","Scene Description"
"Will?","Chapter One The Vanishing of Will Byers","1","1","Jonathan"
"[SHOUTING] Will?","Chapter One The Vanishing of Will Byers","1","1",NA
"Will?","Chapter One The Vanishing of Will Byers","1","1",NA
"Will?","Chapter One The Vanishing of Will Byers","1","1",NA
"Will?","Chapter One The Vanishing of Will Byers","1","1",NA
"Will!","Chapter One The Vanishing of Will Byers","1","1",NA
"JONATHAN: Will!","Chapter One The Vanishing of Will Byers","1","1",NA
"Will?","Chapter One The Vanishing of Will Byers","1","1",NA
"Will!","Chapter One The Vanishing of Will Byers","1","1","Joyce"
"Where are you?","Chapter One The Vanishing of Will Byers","1","1",NA
"Geez.","Chapter One The Vanishing of Will Byers","1","1",NA
"Your parents forget to feed you?","Chapter One The Vanishing of Will Byers","1","1",NA
"Is that why you ran away?","Chapter One The Vanishing of Will Byers","1","1",NA
"They, uh...","Chapter One The Vanishing of Will Byers","1","1",NA
"They hurt you?","Chapter One The Vanishing of Will Byers","1","1",NA
"You went to the hospital, you got scared,","Chapter One The Vanishing of Will Byers","1","1",NA
"you ran off, you wound up here, is that it?","Chapter One The Vanishing of Will Byers","1","1",NA
"All right.","Chapter One The Vanishing of Will Byers","1","1",NA
"I’ll give this back, all right? And you can have as much as you want.","Chapter One The Vanishing of Will Byers","1","1",NA
"All right? Maybe even some ice cream.","Chapter One The Vanishing of Will Byers","1","1",NA
"But you gotta answer a few of my questions first, all right?","Chapter One The Vanishing of Will Byers","1","1",NA
"We got a deal?","Chapter One The Vanishing of Will Byers","1","1",NA
